Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,123
340144,DAVIS REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,145
400012,HOSPITAL I GONZALEZ MARTINEZ,2021-07-01,2022-06-30,64
400102,DOCTORS CENTER HOSPITAL BAYAMON,2021-01-01,2021-12-31,146
400117,HOSPITAL DR. SUSONI,2021-01-01,2021-12-31,119
400118,DOCTOR CENTER HOSPITAL MANATI  INC.,2021-01-01,2021-12-31,258
440193,VANDERBILT WILSON COUNTY HOSPITAL,2021-07-01,2022-06-30,158
450659,HOUSTON HEALTHCARE MEDICAL CENTER,2021-08-01,2022-07-31,147
451350,PLAINS MEMORIAL HOSPITAL,2020-10-01,2021-09-30,17
451353,CRANE COUNTY HOSPITAL DISTRICT,2020-10-01,2021-09-30,15
451359,OCHILTREE GENERAL HOSPITAL,2020-10-01,2021-09-30,25
460014,MOUNTAIN WEST MEDICAL CENTER,2021-01-01,2021-12-31,36
474001,BRATTLEBORO RETREAT,2021-01-01,2021-12-31,108
490002,RUSSELL COUNTY HOSPITAL,2020-10-01,2021-09-30,48
490067,SOUTHSIDE REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,307
490097,SOUTHERN VIRGINIA REGIONAL MED. CTR.,2021-01-01,2021-12-31,80
500037,TOPPENISH COMMUNITY HOSPITAL,2021-01-01,2021-12-31,47
100072,ADVENTHEALTH FISH MEMORIAL,2021-01-01,2021-12-31,257
110042,PAULDING MEDICAL CENTER,2021-07-01,2022-06-30,294
110122,SOUTH GEORGIA MEDICAL CENTER,2020-10-01,2021-09-30,292
110143,COBB HOSPITAL AND MEDICAL CENTER,2021-07-01,2022-06-30,387
110150,ATRIUM HEALTH NAVICENT BALDWIN,2021-07-03,2021-12-31,101
114032,SOUTHERN CRESCENT HOSPITAL,2021-01-01,2021-12-31,122
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,2021-01-01,2021-12-31,293
141351,CLAY COUNTY HOSPITAL,2021-03-01,2022-02-28,20
210039,CALVERT MEMORIAL HOSPITAL,2021-07-01,2022-06-30,70
223027,ENCOMPASS HEALTH REHABILITATION HOSP,2021-07-01,2022-06-30,187
231316,HILLS & DALES GENERAL HOSPITAL,2020-10-01,2021-09-30,25
281300,HARLAN COUNTY HEALTH SYSTEM,2021-01-01,2021-12-31,19
281336,YORK GENERAL HOSPITAL INC,2020-10-01,2021-09-30,154
331301,CUBA MEMORIAL HOSPITAL INC,2021-01-01,2021-12-31,81
340127,GRANVILLE MEDICAL CENTER,2020-10-01,2021-09-30,122
343026,CAROLINAS REHABILITATION,2021-01-01,2021-12-31,150
392037,SSH - ERIE,2021-06-01,2022-05-31,50
444004,LAKESIDE HOSPITAL,2021-01-01,2021-12-31,315
451320,OMNIPOINT HEALTH HOSPITAL,2020-10-01,2021-09-30,14
461310,BLUE MOUNTAIN HOSPITAL,2020-10-01,2021-09-30,11
673043,ENCOMPASS HEALTH REHABILITATION HOSP,2021-07-01,2022-06-30,60
20006,MAT-SU REGIONAL MED CTR,2021-01-01,2021-12-31,125
21314,MT EDGECUMBE HOSPITAL,2020-10-01,2021-09-30,25
53300,VALLEY CHILDRENS HOSPITAL,2020-10-01,2021-09-30,358
60107,NATIONAL JEWISH HEALTH,2021-07-01,2022-06-30,13
101309,HENDRY REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,25
110016,WEST GEORGIA MEDICAL CENTER,2021-07-01,2022-06-30,442
110184,DOUGLAS HOSPITAL,2021-07-01,2022-06-30,108
111319,SYLVAN GROVE HOSPITAL,2021-07-01,2022-06-30,25
160047,JENNIE EDMUNDSON MEMORIAL,2021-01-01,2021-12-31,110
181331,MCDOWELL ARH,2021-07-01,2022-06-30,25
190014,OCHSNER ST. MARY,2021-01-01,2021-12-31,156
191318,TRINITY MEDICAL,2020-10-01,2021-09-30,25
194086,OCEANS BEHAVIORAL HOSPITAL OF BATON,2021-01-01,2021-12-31,60
220175,METROWEST MEDICAL CENTER,2021-02-01,2022-01-31,230
230207,MCLAREN OAKLAND,2020-10-01,2021-09-30,165
230230,EDWARD W. SPARROW HOSPITAL,2021-01-01,2021-12-31,632
231314,MCKENZIE HEALTH SYSTEM,2020-10-01,2021-09-30,25
250007,BILOXI REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,133
250100,BAPTIST MEM HOSPITAL GOLDEN TRIANGLE,2020-10-01,2021-09-30,211
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,297
260219,PROGRESS WEST HOSPITAL,2021-01-01,2021-12-31,68
271339,CROW/NORTHERN CHEYENNE INDIAN HOSPIT,2020-10-01,2021-09-30,24
320006,EASTERN NEW MEXICO MEDICAL CENTER,2021-06-01,2022-05-31,162
320090,SANTA FE MEDICAL CENTER,2021-01-01,2021-12-31,36
362037,REGENCY HOSPITAL OF COLUMBUS,2021-07-01,2022-06-30,66
364055,SOJOURN AT SENECA,2021-07-01,2022-06-30,24
371309,PAWHUSKA HOSPITAL  INC.,2020-10-01,2021-09-30,25
450143,ASCENSION SETON SMITHVILLE,2021-07-01,2022-06-30,8
451392,HAMILTON GENERAL HOSPITAL,2020-10-01,2021-09-30,25
492001,LAKE TAYLOR TRANSITIONAL CARE HOSPIT,2021-07-01,2022-06-30,296
511304,SISTERSVILLE GENERAL HOSPITAL,2020-10-01,2021-09-30,4
523300,CHILDRENS WISCONSIN,2021-01-01,2021-12-31,298
673078,SHANNON REHABILITATION HOSPITAL  AN,2021-04-16,2022-06-30,40
31308,HU HU KAM MEMORIAL HOSPITAL,2020-10-01,2021-09-30,62
131308,CASCADE MEDICAL CENTER,2020-10-01,2021-09-30,8
140067,SAINT FRANCIS MEDICAL CENTER,2020-10-01,2021-09-30,669
141321,FRANKLIN HOSPITAL,2021-07-01,2022-06-30,16
173027,WESLEY REHABILITATION HOSPITAL  AN A,2021-01-01,2022-03-04,65
191309,HOOD MEMORIAL HOSPITAL,2020-10-01,2021-09-30,25
281320,MEMORIAL COMMUNITY HEALTH  INC.,2020-10-01,2021-09-30,61
340168,WILMINGTON TREATMENT CENTER INC,2021-01-01,2021-12-31,92
450162,GRACE MEDICAL CENTER,2021-01-01,2021-12-31,92
451310,BALLINGER MEMORIAL HOSPITAL,2020-10-01,2021-09-30,16
451314,MEMORIAL HOSPITAL,2020-10-01,2021-09-30,16
451329,RANKIN COUNTY HOSPITAL DISTRICT,2020-10-01,2021-09-30,15
451347,COLEMAN COUNTY MEDICAL CENTER,2020-10-01,2021-09-30,25
494025,VIRGINIA BEACH PSYCHIATRIC CENTER,2021-01-01,2021-12-31,100
21308,NORTON SOUND REGIONAL HOSPITAL,2020-10-01,2021-09-30,36
40137,ST VINCENT NORTH,2021-07-01,2022-06-30,68
110011,TANNER MEDICAL CENTER,2021-07-01,2022-06-30,195
110100,JEFFERSON HOSPITAL,2021-01-01,2021-12-31,37
110161,NORTHSIDE HOSPITAL,2020-10-01,2021-09-30,721
171311,ROOKS COUNTY HEALTH CENTER,2021-01-01,2021-12-31,22
224023,PEMBROKE HOSPITAL,2021-01-01,2021-12-31,120
250057,KINGS DAUGHTERS MEDICAL CENTER,2020-10-01,2021-09-30,90
261327,RAY COUNTY MEMORIAL HOSPITAL,2020-11-01,2021-10-31,25
360025,FIRELANDS REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,205
360203,SOUTHEASTERN OHIO REG MED CTR,2021-01-01,2021-12-31,90
371335,HASKELL REGIONAL HOSPITAL,2021-01-01,2021-12-31,25
440003,SUMNER REGIONAL MEDICAL CENTER,2021-05-01,2022-04-30,167
41310,STONE COUNTY MEDICAL CENTER,2020-10-01,2021-09-30,25
54053,DEL AMO HOSPITAL,2021-01-01,2021-12-31,166
61304,HAXTUN HOSPITAL DISTRICT,2021-01-01,2021-12-31,25
144009,RIVEREDGE HOSPITAL,2021-01-01,2021-12-31,224
340090,JOHNSTON HEALTH,2021-07-01,2022-06-30,217
340114,REX HOSPITAL,2021-07-01,2022-06-30,609
371319,COAL COUNTY GENERAL HOSPITAL,2021-07-01,2022-06-30,20
440063,JOHNSON CITY MEDICAL CENTER,2021-07-01,2022-06-30,537
450124,DELL SETON MEDICAL CENTER AT THE UNI,2021-07-01,2022-06-30,226
451303,LIMESTONE MEDICAL CENTER,2020-10-01,2021-09-30,20
521312,MEMORIAL HOSPITAL OF LAFAYETTE CTY,2021-01-01,2021-12-31,25
100068,ADVENTHEALTH DAYTONA BEACH,2021-01-01,2021-12-31,362
101305,GEORGE E. WEEMS MEMORIAL HOSPITAL,2020-10-01,2021-09-30,25
194100,SEASIDE BEHAVIORAL CENTER LLC,2021-01-01,2021-12-31,41
231308,MUNISING MEMORIAL HOSPITAL,2021-04-01,2022-03-31,11
231312,SHERIDAN COMMUNITY HOSPITAL,2021-04-01,2022-03-31,22
313300,CHILDRENS SPECIALIZED HOPSITAL,2021-01-01,2021-12-31,114
340116,FRYE REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,355
370097,SOUTHWESTERN MEDICAL CENTER,2020-11-01,2021-10-31,199
394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,2021-07-01,2022-06-30,89
451300,PARMER COUNTY COMMUNITY HOSPITAL,2020-10-01,2021-09-30,25
453313,EL PASO CHILDRENS HOSPITAL,2020-10-01,2021-09-30,122
512003,CORNERSTONE HOSPITAL OF HUNTINGTON,2020-11-01,2021-10-31,32
670120,HOSPITALS OF PROV TRANSMOUNTAIN CAMP,2021-01-01,2021-12-31,108
31304,PAGE HOSPITAL,2021-01-01,2021-12-31,25
60119,MEDICAL CENTER OF THE ROCKIES,2021-07-01,2022-06-30,184
180004,MUHLENBERG COMMUNITY HOSPITAL,2021-06-01,2022-05-31,90
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,2021-06-01,2022-05-31,352
180046,BOURBON COMMUNITY HOSPITAL,2021-06-01,2022-05-31,58
180132,LAKE CUMBERLAND REGIONAL HOSP,2021-01-01,2021-12-31,216
181319,BRECKINRIDGE HEALTH  INC,2021-01-01,2021-12-31,43
181324,THE MEDICAL CENTER AT SCOTTSVILLE,2021-04-01,2022-03-31,132
190184,CITIZENS MEDICAL CENTER,2021-04-01,2022-03-31,40
190190,CALDWELL MEMORIAL HOSPITAL,2021-01-01,2021-12-31,37
250099,GREENWOOD LEFLORE HOSPITAL,2020-10-01,2021-09-30,193
271329,MADISON VALLEY MEDICAL CENTER,2020-10-01,2021-09-30,10
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,2021-07-01,2022-06-30,60
321301,SOCORRO GENERAL HOSPITAL,2021-01-01,2021-12-31,24
360159,ADENA REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,209
361303,LODI COMMUNITY HOSPITAL,2021-01-01,2021-12-31,20
364031,HEARTLAND RPH,2021-07-01,2022-06-30,156
400113,HOSPITAL SAN CRISTOBAL,2020-10-01,2021-09-30,150
454069,AUSTIN LAKES HOSPITAL,2021-01-01,2021-12-31,58
490040,INOVA ALEXANDRIA HOSPITAL,2021-01-01,2021-12-31,318
490052,RIVERSIDE REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,398
490090,SOUTHSIDE COMMUNITY HOSPITAL,2021-01-01,2021-12-31,78
490111,WYTHE COUNTY COMMUNITY HOSPITAL,2020-11-01,2021-10-31,100
490115,TWIN COUNTY REGIONAL HOSPITAL,2020-10-01,2021-09-30,141
490120,CHESAPEAKE GENERAL HOSPITAL,2021-07-01,2022-06-30,302
490127,BUCHANAN GENERAL HOSPITAL,2021-07-01,2022-06-30,49
510029,THOMAS MEMORIAL HOSPITAL,2020-10-01,2021-09-30,186
510031,ST FRANCIS HOSPITAL,2020-10-01,2021-09-30,65
510086,WELCH COMMUNITY HOSPITAL,2021-07-01,2022-06-30,76
21309,KANAKANAK HOSPITAL,2020-10-01,2021-09-30,16
131322,FRANKLIN COUNTY MEDICAL CENTER,2020-10-01,2021-09-30,55
161338,MERCYONE OELWEIN MEDICAL CENTER,2021-07-01,2022-06-30,54
190086,NORTH LOUISIANA MEDICAL CENTER,2020-10-01,2021-09-30,122
234044,BRIGHTWELL BEHAVIORAL HEALTH,2021-01-01,2021-12-31,23
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,14
351307,ST ANDREWS HEALTH CENTER,2020-10-01,2021-09-30,25
351309,SANFORD MAYVILLE,2021-01-01,2021-12-31,25
490145,STONESPRINGS HOSPITAL CENTER,2020-11-01,2021-10-31,124
31313,CARONDELET HOLY CROSS HOSPITAL,2020-10-01,2021-09-30,25
131318,WALTER KNOX MEMORIAL HOSPITAL,2020-10-01,2021-09-30,13
161320,COMMUNITY MEM. HOSPT.  SUMMER,2021-01-01,2021-12-31,16
234041,CENTER FOR FORENSIC PHYCHIATRY,2020-10-01,2021-09-30,272
340028,CAPE FEAR VALLEY MEDICAL CENTER,2020-10-01,2021-09-30,653
340041,CALDWELL MEMORIAL HOSPITAL,2021-07-01,2022-06-30,137
340053,PRESBYTERIAN HOSPITAL,2021-01-01,2021-12-31,670
340060,UNC ROCKINGHAM HOSPITAL,2021-07-01,2022-06-30,229
340064,WRMC HOSPITAL OPERATING CORPORATION,2021-07-01,2021-12-31,87
340071,HARNETT HEALTH SYSTEM,2020-10-01,2021-09-30,126
340075,BLUE RIDGE HEALTHCARE HOSPITALS,2021-01-01,2021-12-31,156
340084,ATRIUM HEALTH ANSON,2021-01-01,2021-12-31,15
440159,DELTA MEDICAL CENTER MEMPHIS,2021-04-01,2022-03-31,164
441305,MACON COUNTY GENERAL HOSPITAL,2020-10-01,2021-09-30,25
451325,CONCHO COUNTY HOSPITAL,2020-10-01,2021-09-30,16
454119,CARROLLTON SPRINGS,2021-01-01,2021-12-31,78
460047,ST MARKS HOSPITAL,2021-07-01,2022-06-30,294
520139,WEST ALLIS MEMORIAL HOSPITAL,2021-01-01,2021-12-31,202
520198,AURORA MEDICAL CENTER OF OSHKOSH,2021-01-01,2021-12-31,79
450669,MEDICAL CITY LEWISVILLE,2021-06-01,2022-05-31,172
30007,VERDE VALLEY MEDICAL CENTER,2021-07-01,2022-06-30,87
171365,HANOVER HOSPITAL,2021-01-01,2021-12-31,25
191322,OCHSNER - ABROM KAPLAN MH,2020-10-01,2021-09-30,35
281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,2021-01-01,2021-12-31,50
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,2020-10-01,2021-09-30,449
440018,SYCAMORE SHOALS HOSPITAL,2021-07-01,2022-06-30,121
440065,NORTHCREST MEDICAL CENTER,2021-09-01,2022-06-30,109
10078,NORTHEAST ALABAMA REGIONAL MED CTR,2020-10-01,2021-09-30,287
40118,NEA BAPTIST MEMORIAL HOSPITAL,2020-10-01,2021-09-30,204
51323,COLORADO RIVER MEDICAL CENTER,2021-01-01,2021-12-31,25
100050,LARKIN HOSP PALM SPRINGS CAMPUS  LLC,2021-01-01,2021-12-31,119
140182,ADVOCATE NORTHSIDE HEALTH SYSTEM,2021-01-01,2021-12-31,281
141342,UNION COUNTY HOSPITAL DISTRICT,2021-01-01,2021-12-31,25
171329,SUMNER COUNTY HOSPITAL DISTRICT #1,2021-01-01,2021-12-31,25
171342,RUSH COUNTY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,16
240002,ST. MARYS MEDICAL CENTER,2021-07-01,2022-06-30,329
240075,ST. JOSEPHS MEDICAL CENTER,2021-07-01,2022-06-30,127
250031,MERIT HEALTH RIVER REGION,2021-07-01,2022-06-30,193
262013,SSH - ST LOUIS INC.,2020-11-01,2021-10-31,71
312019,SSH - NORTHEAST NEW JERSEY  INC.,2020-11-01,2021-10-31,62
340001,ATRIUM HEALTH CABARRUS,2021-01-01,2021-12-31,457
340010,WAYNE MEMORIAL HOSPITAL,2021-07-01,2022-06-30,245
340014,FORSYTH MEMORIAL HOSPITAL  INC,2021-01-01,2021-12-31,924
340015,ROWAN REGIONAL HOSPITAL,2021-01-01,2021-12-31,219
340017,MARGARET R. PARDEE MEMORIAL HOSPITAL,2021-07-01,2022-06-30,160
340021,ATRIUM HEALTH CLEVELAND,2021-01-01,2021-12-31,308
340085,THOMASVILLE MEDICAL CENTER,2021-01-01,2021-12-31,106
340096,LEXINGTON MEMORIAL HOSPITAL  INC.,2021-07-01,2021-12-31,70
340098,ATRIUM HEALTH PINEVILLE,2021-01-01,2021-12-31,391
340113,CAROLINAS MEDICAL CENTER,2021-01-01,2021-12-31,1279
340119,ATRIUM HEALTH STANLY,2021-01-01,2021-12-31,109
340145,ATRIUM HEALTH LINCOLN,2021-01-01,2021-12-31,101
340147,NASH HOSPITALS INC,2021-07-01,2022-06-30,345
340148,MEDICAL PARK HOSPITAL,2021-01-01,2021-12-31,22
400112,HOSPITAL UPR,2021-07-01,2022-06-30,204
442016,SSH - TRI-CITIES  INC.,2020-11-01,2021-10-31,35
510012,PLEASANT VALLEY HOSPITAL,2020-10-01,2021-09-30,49
520035,SHEBOYGAN MEMORIAL HOSPITAL,2021-01-01,2021-12-31,136
10175,EAMC-LANIER,2020-10-01,2021-09-30,31
30023,FLAGSTAFF MEDICAL CENTER,2021-07-01,2022-06-30,268
51319,MERCY MEDICAL CENTER MT. SHASTA,2021-07-01,2022-06-30,20
110107,AHN THE MEDICAL CENTER,2021-01-01,2021-12-31,656
110132,MEMORIAL HOSPITAL,2021-04-01,2022-03-31,187
110150,ATRIUM HEALTH NAVICENT BALDWIN,2021-01-01,2021-07-02,101
110165,SOUTHERN REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,280
181309,CASEY COUNTY HOSPITAL,2021-07-01,2022-06-30,24
184002,WESTERN STATE HOSPITAL,2021-07-01,2022-06-30,163
184015,CENTRAL STATE HOSPITAL,2021-07-01,2022-06-30,70
190308,ST. BERNARD PARISH HOSPITAL,2021-01-01,2021-12-31,40
250012,ALLIANCE HEALTHCARE SYSTEM,2021-01-01,2021-12-31,40
321302,DR. DAN C. TRIGG,2021-01-01,2021-12-31,25
340008,SCOTLAND MEMORIAL HOSPITAL,2020-10-01,2021-09-30,104
340027,LENOIR MEMORIAL HOSPITAL,2021-07-01,2022-06-30,199
340030,DUKE UNIVERSITY HOSPITAL,2021-07-01,2022-06-30,1048
340042,ONSLOW MEMORIAL HOSPITAL,2020-10-01,2021-09-30,162
340050,S.E. REGL MEDICAL CENTER,2021-07-01,2022-06-30,294
340061,UNIVERSITY OF NORTH CAROLINA HOSP.,2021-07-01,2022-06-30,938
340073,DUKE RALEIGH HOSPITAL,2021-07-01,2022-06-30,186
340155,DUKE REGIONAL HOSPITAL,2021-07-01,2022-06-30,373
340158,BRUNSWICK COMMUNITY HOSPITAL,2021-01-01,2021-12-31,59
340166,ATRIUM HEALTH UNIVERSITY CITY,2021-01-01,2021-12-31,100
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,2021-01-01,2021-12-31,135
340187,DAVIE MEDICAL CENTER,2021-07-01,2021-12-31,50
340190,NOVANT HEALTH MINT HILL MEDICAL CTR,2021-01-01,2021-12-31,36
360027,AKRON GENERAL MEDICAL CENTER,2021-01-01,2021-12-31,454
360134,GOOD SAMARITAN HOSPITAL,2021-07-01,2022-06-30,425
360170,BERGER HOSPITAL,2021-07-01,2022-06-30,83
360210,GRADY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,64
360348,DUBLIN METHODIST HOSPITAL,2021-07-01,2022-06-30,110
361306,MERCY ALLEN HOSPITAL,2021-01-01,2021-12-31,22
361330,HOCKING VALLEY,2021-01-01,2021-12-31,35
420071,SELF REGIONAL HEALTHCARE,2020-10-01,2021-09-30,322
440016,BAPTIST MEM HOSPITAL HUNTINGDON,2020-10-01,2021-09-30,58
440059,COOKEVILLE REGIONAL MEDICAL CENTER,2021-07-01,2022-06-30,232
442010,BAPTIST MEM RESTORATIVE CARE HOSP.,2020-10-01,2021-09-30,30
453306,COVENANT CHILDRENS HOSPITAL,2021-07-01,2022-06-30,181
461333,GARFIELD MEMORIAL HOSPITAL,2021-01-01,2021-12-31,36
511321,ST. JOSEPHS HOSPITAL OF BUCKHANNON,2021-01-01,2021-12-31,51
531313,STAR VALLEY HOSPITAL,2021-07-01,2022-06-30,46
10086,NORTHWEST MEDICAL CENTER,2021-01-01,2021-12-31,38
60022,MEMORIAL HEALTH SYSTEM,2021-07-01,2022-06-30,375
100135,TALLAHASSEE MEMORIAL HOSPITAL,2020-10-01,2021-09-30,495
100151,MAYO CLINIC FLORIDA,2021-01-01,2021-12-31,304
100189,NORTHWEST MEDICAL CENTER,2021-01-01,2021-12-31,289
100224,HCA FLORIDA WOODMONT HOSPITAL,2021-05-01,2022-04-30,317
100260,ST. LUCIE MEDICAL CENTER,2020-10-01,2021-09-30,207
160057,SOUTHEAST IOWA REGIONAL MEDICAL CTR,2021-07-01,2022-06-30,363
160153,MERCYONE SIOUXLAND MEDICAL CENTER,2021-07-01,2022-06-30,196
180012,BAPTIST HEALTH HARDIN,2021-09-01,2022-08-31,262
180018,ST. CLAIRE MEDICAL CENTER,2021-07-01,2022-06-30,126
180048,EPHRAIM MCDOWELL REG MED CTR,2020-10-01,2021-09-30,164
180105,MONROE COUNTY MEDICAL CENTER,2021-03-01,2022-02-28,49
180154,PINEVILLE COMMUNITY HEALTH CENTER,2021-07-01,2022-06-30,57
190041,HIGHLAND MEDICAL CENTER,2021-07-01,2022-06-30,214
190201,LAKE AREA MEDICAL CENTER,2021-07-01,2022-06-30,108
191306,WEST FELICIANA PARISH HOSPITAL,2020-11-01,2021-10-31,25
250168,UMMC-GRENADA,2021-07-01,2022-06-30,49
310024,ROBERT WOOD JOHNSON HOSPITAL @ RAHW,2021-01-01,2021-12-31,139
312024,COLUMBUS HOSP LTACH,2021-04-01,2022-03-31,63
330229,BROOKS-TLC HOSPITAL SYSTEM  INC.,2021-01-01,2021-12-31,65
340004,HIGH POINT MEDICAL CENTER,2021-07-01,2021-12-31,304
340016,HARRIS REGIONAL HOSPITAL,2021-08-01,2022-07-31,82
340069,WAKEMED RALEIGH CAMPUS,2020-10-01,2021-09-30,720
340173,WAKE MED CARY HOSPITAL,2020-10-01,2021-09-30,203
340184,HAYWOOD REGIONAL MEDICAL CENTER,2021-08-01,2022-07-31,154
360044,WAYNE HOSPITAL COMPANY,2021-01-01,2021-12-31,52
360048,UNIV OF TOLEDO MEDL CENTER,2021-07-01,2022-06-30,246
360055,TRUMBULL MEMORIAL HOSPITAL,2021-01-01,2021-12-31,214
360075,UH REGIONAL HOSPITALS,2021-01-01,2021-12-31,86
360078,UH PORTAGE MEDICAL CENTER,2021-01-01,2021-12-31,187
360092,MEMORIAL HOSPITAL OF UNION COUNTY,2021-01-01,2021-12-31,51
360123,UH ST. JOHN MEDICAL CENTER,2021-01-01,2021-12-31,119
360359,UH AHUJA MEDICAL CENTER,2021-01-01,2021-12-31,150
370093,OU MEDICAL CENTER,2021-07-01,2022-06-30,829
370153,ELKVIEW GENERAL HOSPITAL,2021-07-01,2022-06-30,38
390044,READING HOSPITAL AND MEDICAL CENTER,2021-07-01,2022-06-30,665
390073,ALTOONA REGIONAL HEALTH SYSTEM,2021-07-01,2022-06-30,368
390185,LEHIGH VALLEY HOSPITAL-HAZLETON,2021-07-01,2022-06-30,150
420091,MUSC HEALTH FLORENCE MEDICAL CENTER,2021-07-01,2022-06-30,216
440152,REGIONAL ONE HEALTH,2021-07-01,2022-06-30,328
440176,INDIAN PATH COMMUNITY HOSPITAL,2021-04-01,2022-03-31,41
450007,PETERSON REGIONAL MEDICAL CENTER,2021-07-01,2022-06-30,110
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,2021-07-01,2022-06-30,94
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,2021-01-01,2021-12-31,260
450235,GONZALES HEALTHCARE SYSTEMS,2021-07-01,2022-06-30,34
511315,POTOMAC VALLEY HOSPITAL,2021-01-01,2021-12-31,25
670044,PRESBYTERIAN HOSPITAL OF ROCKWALL,2021-01-01,2021-12-31,53
40014,WHITE COUNTY MEDICAL CENTER,2020-10-01,2021-09-30,283
80001,CHRISTIANA CARE HEALTH SYSTEM,2021-07-01,2022-06-30,1249
80006,NANTICOKE MEMORIAL HOSPITAL,2021-07-01,2022-06-30,94
90011,WASHINGTON HOSPITAL CENTER,2021-07-01,2022-06-30,748
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPIT,2020-10-01,2021-09-30,216
100329,OVIEDO MEDICAL CENTER,2021-01-01,2021-12-31,64
100330,MEDICAL CENTER OF DELTONA,2020-10-01,2021-09-30,43
110135,TAYLOR REGIONAL HOSPITAL,2021-04-01,2022-03-31,151
190005,UNIVERSITY MEDICAL CTR. AT NEW ORLEA,2021-01-01,2021-12-31,370
210002,UNIVERSITY OF MARYLAND MED SYS,2021-07-01,2022-06-30,846
210003,PRINCE GEORGES HOSPITAL CENTER  INC,2021-07-01,2022-06-30,269
210006,HARFORD MEMORIAL HOSPITAL,2021-07-01,2022-06-30,82
210030,CHESTER RIVER HOSPITAL CENTER,2021-07-01,2022-06-30,12
210043,BALTIMORE WASHINGTON MEDICAL CENTER,2021-07-01,2022-06-30,285
210049,UPPER CHESAPEAKE MEDICAL CENTER,2021-07-01,2022-06-30,161
210063,ST. JOSEPH MEDICAL CENTER,2021-07-01,2022-06-30,239
310009,CLARA MAASS MEDICAL CENTER,2021-01-01,2021-12-31,342
310014,COOPER UNIVERSITY HOSPITAL,2021-01-01,2021-12-31,564
310032,INSPIRA MEDICAL CENTER VINELAND,2021-01-01,2021-12-31,347
310110,ROBERT WOOD JOHNSON HOSPITAL @ HAMI,2021-01-01,2021-12-31,152
320009,LOVELACE MEDICAL CENTER- DOWNTOWN,2021-03-01,2022-02-28,286
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,220
380027,MERCY MEDICAL CENTER,2021-07-01,2022-06-30,133
390037,HERITAGE VALLEY SEWICKLEY,2021-07-01,2022-06-30,130
390086,DUBOIS REGIONAL MEDICAL CENTER,2021-07-01,2022-06-30,266
390091,UPMC NORTHWEST HOSPITAL,2021-07-01,2022-06-30,167
390097,HOLY REDEEMER HOSPITAL,2021-07-01,2022-06-30,260
390102,UPMC ST MARGARET,2021-07-01,2022-06-30,245
390107,UPMC PASSAVANT,2021-07-01,2022-06-30,379
390111,HOSPITAL OF THE UNIV OF PENNA,2021-07-01,2022-06-30,1061
390116,SUBURBAN COMMUNITY HOSPITAL,2021-01-01,2021-12-31,126
390138,WAYNESBORO HOSPITAL,2021-07-01,2022-06-30,57
390139,BRYN MAWR HOSPITAL,2021-07-01,2022-06-30,284
390145,WESTMORELAND REGIONAL  HOSPITAL,2021-07-01,2022-06-30,309
390163,ARMSTRONG COUNTY MEMORIAL,2021-07-01,2022-06-30,162
390164,UPMC - PRESBYTERIAN SHADYSIDE,2021-07-01,2022-06-30,1450
390192,TYLER MEMORIAL HOSPITAL,2021-07-01,2021-09-30,44
390223,PRESBYTERIAN MEDICAL CENTER,2021-07-01,2022-06-30,386
390226,PENNSYLVANIA HOSPITAL OF UPHS,2021-07-01,2022-06-30,474
390237,REGIONAL HOSPITAL OF SCRANTON,2021-07-01,2022-06-30,178
390258,ST. MARY MEDICAL CENTER,2021-07-01,2022-06-30,348
390304,ROXBOROUGH MEMORIAL HOSPITAL,2021-01-01,2021-12-31,131
400022,HOSPITAL DAMAS,2021-01-01,2021-12-31,175
450128,KNAPP MEDICAL CENTER,2021-01-01,2021-12-31,186
450447,NAVARRO REGIONAL HOSPITAL,2021-01-01,2021-12-31,49
450484,WOODLAND HEIGHTS MED CENTER,2021-01-01,2021-12-31,145
